Job Advertisement,Matched Tools
"  zur verstärkung des teams unseres kunden suchen wir für die einsatzstelle leipzig ab sofort triebfahrzeugführer (m/w). wir treffen nur die vorauswahl, die einstellung erfolgt dann direkt bei unserem kunden.

  ihre aufgaben

  * sie bedienen und betreuen moderne triebwagen im spnv
  * die durchführung von vor- und abschlussdiensten sowie die durchgehende überwachung der funktion des zuges während des betriebes sind wichtiger bestandteil ihrer tätigkeit
  * sie beurteilen die einsatzfähigkeit des zuges und geben informationen zum fahrzeugzustand und wartungsnotwendigkeiten an die technik weiter
  * sie stellen die betreuung unserer kunden im zug sicher und nutzen hierfür die servicevorgaben für den regel- und störfall
  * im bedarfsfall unterstützen sie die kundenbetreuer im zug

  unsere anforderungen

  * sie verfügen über eine abgeschlossene berufsausbildung oder weiterbildung zum triebfahrzeugführer
  * darüber hinaus verfügen sie über einen eisenbahnfahrzeugführerschein der klasse 3 gemäß vdv-schrift 753 oder einen triebfahrzeugführerschein mit qualifizierung für die zusatzbescheinigung, klassen a und b (mind. b1) gemäß tfv
  * sie haben bereits das 20. lebensjahres vollendet und verfügen über die gesundheitlichen und psychologischen tauglichkeitsvoraussetzungen gemäß tfv
  * sie besitzen einen pkw mit pkw-führerschein
  * sie arbeiten gern geregelt, dennoch zu unterschiedlichen tageszeiten und finden auf herausforderungen gern die passenden antworten
  * sie bringen unsere fahrgäste mit freude an ihr ziel und leben den servicegedanken
  * ein gutes technisches verständnis sowie e-traktion sind von vorteil

  das dürfen sie erwarten

  * ein spannendes und vielseitiges aufgabengebiet
  * planungssicherheit für freizeit und familie durch einen geregelten dienstplan
  * eine familiäre unternehmensatmosphäre
  * ein attraktives gesundheitsmanagement - die bewegung bei der arbeit kommt auch noch dazu
  * flache hierarchien und die aussicht, zeitnah verantwortung zu übernehmen
  * entwicklungsperspektiven innerhalb der transdev-gruppe
  * vergütung gemäß dem tarifvertrag haustv tdm",['w']
"  triebfahrzeugführer (m/w) klasse 3 - güterverkehr

  sepona hr services gmbh leipzig
  + posted on 04 apr 2018
  + job type: full time
  + career level: professional/experienced
  + industry: energy, water and environment

  ihr aufgabengebiet
  + fahren von zügen zwischen den knotenpunkten z.t. im kombinierten ladungsverkehr
  + ggf. rangierarbeiten an den standorten der produktionswerke und logistikplätze
  + durchführen von wagen- und zugprüfungen sowie bremsproben
  + erstellen von wagenlisten und bremszetteln
  + durchführung von vorbereitungs- und abschlussdiensten am tfz

  baureihen: 185, 186
  ihr profil
  + besitz des triebfahrzeugführerscheins der klasse 3 gemäß vdv 753 bzw. b gemäß tfv
  + gültige bahnärztliche untersuchung sowie psychologische eignung nach vdv 714 bzw. gemäß tfv
  + erfahrungen im rangierdienst und güterschienenverkehr wünschenswert
  + wagenprüfer g, und bremsprobenberechtigung erforderlich
  + strukturierte arbeitsweise und teamfähigkeit
  wir bieten es erwartet sie eine abwechslungsreiche tätigkeit in einem zuverlässigen und familiären team, ein unbefristeter arbeitsvertrag, gute verdienstmöglichkeiten sowie sehr gute weiterentwicklungsmöglichkeiten.","['w', 'g']"
"  rangierer für leipzig

  bdl gmbh leipzig
  + posted on 04 apr 2018
  + job type: full time
  + career level: professional/experienced
  + industry: real estate

  rangierer / rangierbegleiter
  der rangierbegleiter ist im bahnbetrieb beim rangieren tätig. dem rangierbegleiter kann ein teil der aufgaben übertragen sein, die beim rangieren grundsätzlich dem triebfahrzeugführer obliegen. dieser kann ihm im einzelfall aufgaben übertragen, unter anderem:
  + wagentechnische untersuchungen
  + bremsprobe durchführen
  + zugvorbereitung
  + zugbildung und -auflösung
  + durchführung von rangieraufgaben
  + wagenlisten erstellen

  sie bringen mit:
  + körperl. belastbarkeit und schichtdiensttauglichkeit
  + zuverlässigkeit und pünktlichkeit
  + ausgeprägtes sicherheits- und -verantwortungsbewusstsein
  + teamfähigkeit, einsatzbereitschaft und flexibilität
  das einstiegsgehalt beträgt zwischen 13,50 euro und 15,50 euro ( abhängig von qualifikation und erfahrung ). eine erhöhung des stundenlohnes im anschluss an eine erfolgreiche probezeit ist gängige praxis.
  es werden zuschläge für nachtarbeit, sonntags- und feiertagsarbeit gezahlt sowie ein externes stundenkonto geführt. ein firmenwagen wird bereits in der probezeit gestellt und die möglichkeit der privaten nutzung angeboten.
  es wird auslöse gezahlt und die kosten der unterkunft durch die firma übernommen.
  es wird eine betriebsrente mit arbeitgeberzuschuss und eine arbeitgeberfinanzierte betriebliche invaliditätsvorsorge angeboten.
  ""bei uns sind sie keine nummer, bei uns sind sie mensch""
  kommen sie in unser team und schreiben sie mit uns die erfolgsgeschichte der bdl gmbh weiter. bewerben sie sich auf eine unserer stellenanzeigen telefonisch, postalisch oder auch ganz bequem per email.",['email']
"  rangierbegleiter für bundesweiten einsatz

  bdl gmbh leipzig
  + posted on 04 apr 2018
  + job type: full time
  + career level: professional/experienced
  + industry: real estate

  rangierer / rangierbegleiter
  der rangierbegleiter ist im bahnbetrieb beim rangieren tätig. dem rangierbegleiter kann ein teil der aufgaben übertragen sein, die beim rangieren grundsätzlich dem triebfahrzeugführer obliegen. dieser kann ihm im einzelfall aufgaben übertragen, unter anderem:
  + wagentechnische untersuchungen
  + bremsprobe durchführen
  + zugvorbereitung
  + zugbildung und -auflösung
  + durchführung von rangieraufgaben
  + wagenlisten erstellen

  sie bringen mit:
  + körperl. belastbarkeit und schichtdiensttauglichkeit
  + zuverlässigkeit und pünktlichkeit
  + ausgeprägtes sicherheits- und -verantwortungsbewusstsein
  + teamfähigkeit, einsatzbereitschaft und flexibilität
  das einstiegsgehalt beträgt zwischen 13,50 euro und 15,50 euro ( abhängig von qualifikation und erfahrung ). eine erhöhung des stundenlohnes im anschluss an eine erfolgreiche probezeit ist gängige praxis.
  es werden zuschläge für nachtarbeit, sonntags- und feiertagsarbeit gezahlt sowie ein externes stundenkonto geführt. ein firmenwagen wird bereits in der probezeit gestellt und die möglichkeit der privaten nutzung angeboten.
  es wird auslöse gezahlt und die kosten der unterkunft durch die firma übernommen.
  es wird eine betriebsrente mit arbeitgeberzuschuss und eine arbeitgeberfinanzierte betriebliche invaliditätsvorsorge angeboten.
  ""bei uns sind sie keine nummer, bei uns sind sie mensch""
  kommen sie in unser team und schreiben sie mit uns die erfolgsgeschichte der bdl gmbh weiter. bewerben sie sich auf eine unserer stellenanzeigen telefonisch, postalisch oder auch ganz bequem per email.",['email']
"  jobs >
  umschulung zum rangierbegleiter (w/m) >
  sachsen >
  zwickau >
  deutsche bahn ag
  alle anzeigennum of num

  umschulung zum rangierbegleiter (w/m)

  3,7 deutsche bahn ag - zwickau heute
  bewerbung erfolgt 04.04.18
  jetzt bewerben
  heute
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  umschulung zum rangierbegleiter (w/m)
  location:
  zwickau
  unternehmen db cargo ag land deutschland standort zwickau einstiegsarten facharbeiter vertragsart vollzeit / teilzeit befristung unbefristet ausschreibungsnummer 276975 was dich erwartet
  für über 500 verschiedene berufe suchen wir jährlich mehr als 7.000 motivierte mitarbeiter. und das in ganz deutschland. ob erfahrene profis oder quereinsteiger aus fachfremden bereichen - wir bieten zahlreiche einstiegs- und weiterbildungsmöglichkeiten.
  deine aufgaben
  zum nächstmöglichen zeitpunkt suchen wir dich für die db cargo ag an den standorten leipzig oder zwickau.
  zeitgerechte bereitstellung von zügen
  ordnungsgemäße durchführung von rangierfahrten und bremsproben
  wartungs-, pflege- und reinigungsarbeiten an eisenbahnfahrzeugen
  zuführen und abholen von transporten
  schadensprüfung von fahrzeugen und auslösung von reparaturaufträgen
  dein profil
  mindestens einen abgeschlossenen hauptschulabschluss (bewerbungen bereits ausgebildeter rangierbegleiter sind selbstverständlich ebenso willkommen)
  bereitschaft zum schichtdienst (früh-, spät- und nachtschicht)
  gesundheitliche eignung, körperliche belastbarkeit
  bereitschaft zum arbeit im freien und zuverlässigkeit
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['w', 'w', 'w']"
"  rangierbegleiter /w/m) in leipzig/halle

  db cargo ag leipzig
  3.39
  rated by 2179 employees kununu
  + posted on 03 apr 2018
  + job type: full time
  + career level: professional/experienced
  + industry: transport and logistics

  für über 500 verschiedene berufe suchen wir jährlich mehr als 7.000 motivierte mitarbeiter. und das in ganz deutschland. ob erfahrene profis oder quereinsteiger aus fachfremden bereichen - wir bieten zahlreiche einstiegs- und weiterbildungsmöglichkeiten.

  deine aufgaben

  zum nächstmöglichen zeitpunkt suchen wir dich für die db cargo ag am standort leipzig/halle.

  o zeitgerechte bereitstellung von zügen
  o ordnungsgemäße durchführung von rangierfahrten und bremsproben
  o wartungs-, pflege- und reinigungsarbeiten an eisenbahnfahrzeugen
  o zuführen und abholen von transporten
  o schadensprüfung von fahrzeugen und auslösung von reparaturaufträgen

  dein profil

  o abgeschlossene berufsausbildung als eisenbahner im betriebsdienst oder eine entsprechende funktionsausbildung als lokrangierführer oder rangierbegleiter
  o bremsprobeberechtigung, wagenprüfer p bzw. g
  o gesundheitliche eignung, körperliche belastbarkeit
  o bereitschaft zum schichtdienst (früh-, spät- und nachtschicht)
  o bereitschaft zum arbeit im freien und zuverlässigkeit",['g']
"  stellenangebot - triebfahrzeugführer leipzig (eisenbahner/in - betriebsdienst - lokführer und transport)

  überblick über das stellenangebot

  referenznummer

  10000-1161050067-s
  titel des stellenangebots

  triebfahrzeugführer leipzig (eisenbahner/in - betriebsdienst - lokführer und transport)
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)
  arbeitgeber
  flex bahndienstleistungen gmbh

  branche: befristete überlassung von arbeitskräften, betriebsgröße: zwischen 6 und 50
  stellenbeschreibung

  sie begeistern sich ebenso für den beruf des lokführers und die damit verbundenen aufgaben und möglichkeiten wie wir? dann brauchen wir genau sie! wir suchen ab sofort lokführer (m / w) am standort leipzig.

  beschreibung position:
  wir bieten ihnen ein sehr gutes arbeitsklima in einem erfahrenen und gut eingespieltem team. ihr arbeitsbereich umfasst im wesentlichen die durchführung von zug- und rangierleistungen am standort leipzig. dafür suchen wir engagierte und motivierte triebfahrzeugführer, die sich selbst und ihre arbeit eigenständig organisieren können. bei uns haben sie zudem die möglichkeit im güter- und personenverkehr eingesetzt zu werden.
  wir bieten ihnen einen festen arbeitsort, flexible arbeitszeitmodelle, hohe planbarkeit aufgrund von festen leistungen. sie haben die möglichkeit ihre persönlichen interessen und vorstellungen in die dienstplanung mit einfließen zu lassen.

  regelmäßige aus- und weiterbildung ist ihnen bei uns garantiert, dazu erwartet sie entsprechend ihren qualifikationen und ihrer berufserfahrung ein überdurchschnittliches lohnniveau und attraktive sozialleistungen (betriebliche altersvorsorge, vermögenswirksame leistungen, bezahlte gastfahrten, dienstwagen, leistungsprämien).

  sie bekommen von uns diensthandy, bei bedarf eine bc 100 und einen tablet-pc gestellt.
  haben wir sie neugierig gemacht? dann freuen wir uns sie kennen zu lernen. bitte senden sie uns ihre aussagekräftigen unterlagen - am besten per mail - mit der angabe ihres möglichen eintrittstermins an:
  personal@flex-bahndienstleistungen.de
  führungsverantwortung

  keine führungsverantwortung
  arbeitsorte

  leipzig, sachsen, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  ab 01.05.2018
  anzahl offener stellen

  4 stellen
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit, teilzeit - flexibel
  40 wochenstunden
  vergütung und zusatzleistungen

  17 - 19 ?/stunde
  bei der besetzung des stellenangebotes findet kein tarifvertrag anwendung.
  befristung

  unbefristetes arbeitsverhältnis

  anforderungen an den bewerber

  berufsausbildung/ studium
  eisenbahner/in - betriebsdienst - lokführer und transport
  berufserfahrung

  mit berufserfahrung
  sprachkenntnisse

  zwingend erforderlich
  deutsch

  grundkenntnisse
  englisch

  persönliche stärken
  belastbarkeit, kundenorientierung, motivation/ leistungsbereitschaft, selbständiges arbeiten, zuverlässigkeit
  reise-/ montagebereitschaft

  zeitweise

  kontaktdaten

  rückfragen und bewerbungen an

  flex bahndienstleistungen gmbh
  herr kai anger
  reichsstraße 2
  04109 leipzig
  sachsen
  deutschland
  telekommunikation

  telefonnummer: +49 (3 41) 96 29 90 01
  faxnummer: +49 (3 41) 96 29 90 00
  e-mail
  personal@flex-bahndienstleistungen.de
  gewünschte bewerbungsarten

  über jobbörse, per e-mail, schriftlich
  internetadresse
  weitere informationen zum stellenangebot im internet
  angaben zur bewerbung

  geforderte anlagen: lebenslauf, zeugnisse
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['w', '4', 'e-mail', 'e-mail']"
"  stellenangebot - triebfahrzeugführer (m/w) oder ausbildung dazu (eisenbahner/in - betriebsdienst - lokführer und transport)

  überblick über das stellenangebot

  referenznummer

  10000-1138100006-s
  titel des stellenangebots

  triebfahrzeugführer (m/w) oder ausbildung dazu (eisenbahner/in - betriebsdienst - lokführer und transport)
  stellenangebotsart

  arbeitsplatz als fachkraft (sozialversicherungspflichtig)
  arbeitgeber
  vlexx gmbh

  branche: personenbeförderung im nahverkehr zu lande (ohne taxis), betriebsgröße: zwischen 51 und 500
  stellenbeschreibung

  über uns

  die vlexx gmbh, ein privates eisenbahnverkehrsunternehmen mit sitz in mainz, ist ein tochterunternehmen der länderbahn (regentalbahn ag). seit dezember 2014 verbindet vlexx die menschen in rheinland-pfalz, hessen, dem saarland und dem elsass. neben dem personennahverkehr sorgt vlexx auch für die wartung und instandhaltung der modernen fahrzeugflotte in der eigenen werkstatt.

  wir setzen uns hohe qualitätsmaßstäbe - die wichtigsten erfolgsfaktoren sind dabei unsere mitarbeiterinnen und mitarbeiter. über 300 qualifizierte menschen mit unterschiedlichem beruflichem hintergrund und aus verschiedenen altersgruppen sind bereits bei vlexx tätig. gemeinsam sorgen wir für den erfolg - mit stetem blick auf die bedürfnisse der fahrgäste. unser ziel ist es, unsere kunden pünktlich an ihre zielorte zu bringen und ihnen dabei die reise möglichst angenehm zu gestalten.

  sie wollen uns bei dieser mission begleiten? dann steigen sie ein und nehmen mit uns gemeinsam fahrt auf.
  steigen sie ein im rahmen einer qualifizierungsmaßnahme und erhalten sie einen zukunftssicheren arbeitsplatz in der region. im zeitraum von 9 monaten qualifizieren wir sie zum triebfahrzeugführer (w/m). sie lernen erst die regelwerke und signale kennen, trainieren am simulator und fahren dann unter anleitung eines erfahrenen triebfahrzeugführers selbst.

  um unser team zu vergrößern startet am 11.09.2017 unsere

  qualifizierung zum triebfahrzeugführer (w/m) in mainz

  voraussetzungen

  - abgeschlossene berufsausbildung
  - technisches grundverständnis und lernbereitschaft
  - gesundheitliche und psychische eignung (u.a. gutes räumliches und farbsehvermögen)
  - gute deutschkenntnisse in wort und schrift
  - bereitschaft zum schichtdienst (auch an wochenenden und feiertagen)
  - kfz-führerschein der klasse b

  ihre aufgaben als fertiger triebfahrzeugführer?

  - die verantwortung für das sichere und zuverlässige bedienen unserer triebwagen
  - vorbereitungs- und abschlussdienste an den zugeteilten fahrzeugen
  - sicherstellung einer angemessen fahrgastinformation
  - erkennen, beurteilen und -wenn möglich- beseitigung von technischen störungen und groben verunreinigungen

  was bieten wir ihnen?

  - die möglichkeit, als quereinsteiger durchzustarten
  - bei bestandener prüfung: ein unbefristeter arbeitsvertrag in einer zukunftssicheren branche
  - leistungsgerechte tarifliche vergütung
  - individuelle weiterbildungsmöglichkeiten
  - kollegialer zusammenhalt in einem motivierten team

  sie fühlen sich von diesem profil angesprochen und möchten eine berufliche herausforderung annehmen? dann zögern sie nicht und senden uns ihre aussagekräftigen unterlagen mit anschreiben, lebenslauf und zeugnissen als online-bewerbung auf http://www.vlexx.de/jobs.

  oder via mail an laura.boensch@laenderbahn.com

  ihre ansprechpartnerin ist laura bönsch

  vlexx gmbh
  mombacher straße 36
  55122 mainz
  www.vlexx.de
  führungsverantwortung

  keine führungsverantwortung
  arbeitsorte

  mombacher str. 36, 55122 mainz am rhein, hartenberg/münchfeld, rheinland-pfalz, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  3 von ursprünglich 10 gemeldeten stellen
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit, wochenende, schicht
  vollzeit mit der bereitschaft für schichtarbeit auch an wochenenden und feiertagen
  vergütung und zusatzleistungen

  nach tarif
  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: htv vlexx
  befristung

  unbefristetes arbeitsverhältnis

  anforderungen an den bewerber

  sonstige angaben zur ausbildung

  abgeschlossene berufsausbildung (auch branchenfremd)
  produktion, verarbeitung, technik

  grundkenntnisse
  technisches verständnis

  transport, verkehr

  grundkenntnisse
  bahnbetriebsdienst, schienenverkehr

  persönliche stärken
  belastbarkeit, sorgfalt/genauigkeit, zuverlässigkeit
  führerscheine

  zwingend erforderlich
  fahrerlaubnis b pkw/kleinbusse (alt: fs 3)

  erforderliche fahrzeuge

  pkw

  kontaktdaten

  rückfragen und bewerbungen an

  vlexx gmbh
  frau laura bönsch
  mombacher str. 36
  55122 mainz am rhein
  hartenberg/münchfeld
  rheinland-pfalz
  deutschland
  telekommunikation

  telefonnummer: +49 (61 31) 6 10 12 70
  e-mail
  laura.boensch@laenderbahn.com
  gewünschte bewerbungsarten

  per e-mail, über internet
  internetadresse
  weitere informationen zum stellenangebot im internet
  angaben zur bewerbung

  anschreiben, lebenslauf, berufsausbildungs - sowie arbeitgeberzeugnisse

  - ausschließlich online-bewerbungen erwünscht -
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['w', 'w', 'w', 'w', 'e-mail', 'e-mail']"
"  jobs >
  ausbildung zum/zur eisenbahner/in im betriebsdienst >
  sachsen >
  dresden >
  deutsche bahn ag
  alle anzeigennum of num

  ausbildung zum/zur eisenbahner/in im betriebsdienst

  3,7 deutsche bahn ag - dresden vor 2 tagen
  bewerbung erfolgt 31.03.18
  jetzt bewerben
  vor 2 tagen
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  die deutsche bahn ist einer der vielfältigsten arbeitgeber deutschlands. wir suchen jedes jahr deutschlandweit über 3.000 auszubildende in 50 berufen, die mit uns gemeinsam noch besser werden wollen.
  deine aufgaben
  du hast schon immer davon geträumt, etwas großes zu bewegen? dann werde herrscher über 11. 000 ps. zum 1. september 2018 suchen wir dich für das geschäftsfeld db cargo ag am standort dresden, senftenberg, zwickau und riesa. du wirst spezialist im rangieren, zusammenstellen und fahren von zügen des güterverkehrs du erlernst die regeln des sicheren und reibungslosen bahnbetriebs du sorgst dafür, dass unsere züge sicher, pünktlich und zuverlässig das ziel erreichen
  dein profil du hast die schule erfolgreich abgeschlossen du begeisterst dich für technik du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick du scheust dich nicht davor, verantwortung zu übernehmen und entscheidungen zu treffenansprechpartner
  enrico schneider
  recruiter schüler
  leipzig+49 (0)341-968 5948https://www.xing.com/profile/enrico_schneider 17
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge",['1']
"  ausbilder/trainer (m/w) triebfahrzeugführer

  pav bräunig leipzig
  + posted on 04 apr 2018
  + job type: full time
  + career level: professional/experienced
  + industry: automotive and vehicle manufacturing
  für die unbefristete fest-/direktanstellung bei einem europaweit agierenden unternehmen der bahnindustrie suchen wir zeitnah einen ausbilder zur schulung von personal des eisenbahnbetriebs am standort leipzig. ihre aufgaben beinhalten die durchführung von theoretischen und praktischen ausbildungen, auch bei kunden, die mitwirkung bei der abnahme von prüfungen, die ausarbeitung von unterrichtsmaterialien und präsentationen wie auch die mitwirkung bei der organisatorischen vorbereitung von aus- und fortbildungsmaßnahmen und die ausbildung am fahrsimulator. sie können auf eine abgeschlossene ausbildung zum triebfahrzeugführer mit einschlägiger berufserfahrung und erste erfahrung als trainer/ausbilder/prüfer (wünschenswert) verweisen. sehr gute ms office-kenntnisse, kommunikationsstärke und kundenorientierung bringen sie mit. eine strukturierte, sorgfältige und selbstständige arbeitsweise vervollständigen ihr profil ab. geboten werden eine festanstellung beim unternehmen(keine zeitarbeit),
  ein attraktives gehalt, firmenwagen (dienstlich), laptop und handy. vertrauensarbeitszeit, flache hierarchie bei einer familiären arbeitsatmosphäre, eine intensive einarbeitung, neu renovierte büros im zentrum leipzig, eine moderne betriebsküche mit balkon und grill für teamevents und angemietete parkplätze runden das angebot ab.","['w', 'ms office']"
"  zurück
  20.04.2018
  stellenangebot-nr.: 1/6427
  einsatzort:
  sachsen - raum nossen
  kategorie:
  betrieb/verkehr
  tätigkeitsbereich:
  eisenbahner/in im betriebsdienst, fachrichtung fahrweg
  arbeitszeit:
  schichtarbeit
  beschäftigungsart:
  festanstellung
  verfügbarkeit ab:
  ab sofort oder zum nächstmöglichen termin
  bewerbung:
  keine einschränkung
  link zur onlinebewerbung:
  zur onlinebewerbung
  drucken
  merken

  rangierbegleiter/in im güternahverkehr- sachsen - raum nossen

  ihr berufliches ziel ist unsere aufgabe!
  verwirklichen sie sich mit unserer hilfe ihr berufliches ziel und schnappen sich folgenden noch freien ""stuhl""- arbeitsplatz in unserem team.
  positionsbeschreibung

  bilden und auflösen von zügen
  aufgaben

  sichern von stillstehenden fahrzeugen
  durchführen von bremstests
  kuppeln sowie entkuppeln
  für das be- und entladen einzelne wagen oder wagengruppen bereitstellen
  anforderungen

  abgeschlossene ausbildung rangierbegleiter/in
  nach vdv oder tfv
  nachweise über tauglichkeit (bahnärztlich und bei ausbildung nach vdv auch die psychologische)
  nachweis zum wagenprüfer(in) g
  nachweis über regelmäßige teilnahme fit-schulungen/ dienstunterricht
  idealerweise sind sie im besitz eines pkw-führerschein = ist aber kein muss
  wir bieten

  bei uns ist ihre berufliche zukunft sicher denn:

  wir bieten ihnen eine festanstellung in einem renommierten unternehmen mit sozialem umfeld und unbefristetem arbeitsvertrag

  sprechen sie mit uns über ihr wunschgehalt denn:

  wir nutzen keinen zeitarbeitstarif und bieten grundsätzlich eine übertarifliche vergütung mit voller bezahlung auch bei urlaub oder krankheit sowie für die anfahrtszeit zur arbeit.

  für ihren traumjob müssen sie bei uns keine weiten wege auf sich nehmen denn:

  wir sind stets bemüht ihnen eine regional nahe und entsprechende position anzubieten. ausnahmen gelten selbstverständlich für jene die von sich aus gerne bundesweit tätig werden wollen.

  mit uns kommen sie immer sicher und sorgenfrei zur arbeit denn:

  die erstattung aller reisekosten ist bei uns selbstverständlich sowie bei bedarf und/oder weiterer entfernung zum einsatzort die bereitstellung einer bahncard 100 klasse 2 oder eines firmenautos mit tankkarte.

  zur arbeit fahren lohnt sich wieder denn:

  wir zahlen ihnen die täglichen pendelfahrten zur arbeit, ab einer einfachen strecke von 50 kilometern, als arbeitszeit.

  wir sind für sie immer und auf allen kommunikationswegen erreichbar denn:

  ein firmenhandy mit tablet oder notebook gehört für uns zu ihrer standarddienstausrüstung.

  mit uns haben sie immer ein sicheres und komfortables ""dach"" über dem kopf denn:

  die bereitstellung einer unterkunft vor ort u.a. durch servicehotels oder in einer komfortablen fewo ist bei weiten entfernungen zum einsatzort bei uns standard.

  wir garantieren eine umfangreiche einarbeitung, kurze entscheidungswege und schulungsmöglichkeiten.

  nutzen sie die annehmlichkeit uns als ihren arbeitgeber an ihrer seite zu haben. es wird ihnen gefallen!

  alle wichtigen infos über uns finden sie unter: www.flexkraft365.de
  kontakt
  zugkraft. 365

  bewerbung bitte senden an:

  flexkraft.365

  z. h. personalmanagement zugkraft.365

  lechfelderstrasse 22a

  86836 untermeitingen

  achtung unser festnetztanschluss hat sich zum 07.12.2017 geändert und lautet jetzt wie folgt:

  tel.: 08232- 5033468

  fax: 08232- 5033700

  mobil: 0175-4804602

  mail: bewerbung@flexkraft365.de

  homepage: www.flexkraft365.de
  zurück",['g']
"  seit 1986 verfolgen wir das ziel menschen in arbeit zu bringen und diese leidenschaft leben wir bis heute. als zuverlässiger und kompetenter partner in einer stets veränderten arbeitswelt begleiten wir sie in ihre neue berufliche zukunft. eisen personal-service steht als familienunternehmen mit tradition für persönliche und individuelle betreuung sowie für eine attraktive und faire bezahlung nach igz/dgb tarif mit vielen sonderleistungen. nutzen sie die chance ein teil der eisen-familie zu werden und profitieren sie von unserer langjährigen erfahrung!

  wir suchen in leipzig

  rangierer (m/w)

  für unseren großkunden in raum leipzig suchen wir einen rangierer (m/w).

  ihre aufgaben:
  * be- und entladung des lieferfahrzeuges
  * abwicklung der bestellung beim kunden
  * serviceorientiertes arbeiten

  ihr profil:
  * führerschein klasse ce
  * persönlich stärken wie freundlichkeit, kommunikationsfähigkeit und dienstleistungsorientierung
  * zuverlässigkeit und hohe motivation
  * kommunikative deutschkenntnisse

  wir bieten ihnen:
  * einstellung in vollzeit
  * zahlung ab 10,00?
  * befristetes arbeitsverhältnis

  ihre perspektiven als eisen:

  als neues mitglied der eisen-familie erwartet sie ein interessantes und abwechslungsreiches arbeitsumfeld mit besten bedingungen bei unseren kunden. eine attraktive und faire bezahlung nach igz/dgb tarif mit vielen sonderleistungen wie urlaubs- und weihnachtsgeld sowie ein überdurchschnittlicher jahresurlaub ist für uns dabei selbstverständlich. ihr persönlicher eisen-ansprechpartner begleitet sie individuell auf ihren neuen beruflichen weg.

  auch wenn wir uns ungern von familienmitgliedern trennen, besteht die möglichkeit zur übernahme in den kundenbetrieb.

  interesse ein eisen zu werden? dann zögern sie nicht! wir freuen uns auf ihre aussagekräftige bewerbung, unter angabe ihrer verfügbarkeit und ihrer gehaltsvorstellung.

  wir möchten sie darauf hinweisen, dass postalische bewerbungen aus organisatorischen gründen nicht zurückgesendet werden können.

  ihre perspektiven als eisen:

  als neues mitglied der eisen-familie erwartet sie ein interessantes und abwechslungsreiches arbeitsumfeld mit besten bedingungen bei unseren kunden. eine attraktive und faire bezahlung nach igz/dgb tarif mit vielen sonderleistungen wie urlaubs- und weihnachtsgeld sowie ein überdurchschnittlicher jahresurlaub ist für uns dabei selbstverständlich. ihr persönlicher eisen-ansprechpartner begleitet sie individuell auf ihren neuen beruflichen weg.

  auch wenn wir uns ungern von familienmitgliedern trennen, besteht die möglichkeit zur übernahme in den kundenbetrieb.

  interesse ein eisen zu werden? dann zögern sie nicht! wir freuen uns auf ihre aussagekräftige bewerbung, unter angabe ihrer verfügbarkeit und ihrer gehaltsvorstellung.

  wir möchten sie darauf hinweisen, dass postalische bewerbungen aus organisatorischen gründen nicht zurückgesendet werden können.

  stellenanzeige drucken

  jetzt online bewerben

  stelle teilen:

  stellendetails:

  einsatzort (umkreis):

  04103 leipzig (30 km)

  branche:

  logistik u. materialwirtschaft (einkauf, lager, transport v. güter u. personen)

  tätigkeitsbereich:

  logistik u. materialwirtschaft (einkauf, lager, transport v. güter u. personen)

  vergütung:

  ab 10,00?

  vertragsart:

  festanstellung

  befristung:

  unbefristet

  kontakt:

  eisen personal-service

  frau dora harsanyi

  neefestr. 147

  09116 chemnitz

  +49 371 23374450

  dora.harsanyi@eisen-services.com

  http://www.eisen-personalservice.de

  jetzt online bewerben

  stelle teilen","['w', 'w']"
