DBpedia Link,Abstract
http://dbpedia.org/resource/Canadian_cuisine,"Canadian cuisine consists of the cooking traditions and practices of Canada, with regional variances around the country. First Nations and Inuit have practiced their own culinary traditions in what is now Canada since time immemorial. The advent of European explorers and settlers, first on the east coast and then throughout the wider territories of New France, British North America and Canada, saw the melding of foreign recipes, cooking techniques, and ingredients with indigenous flora and fauna. Modern Canadian cuisine has maintained this dedication to local ingredients and terroir, as exemplified in the naming of specific ingredients based on their locale, such as Malpeque oysters or Alberta beef. Accordingly, Canadian cuisine privileges the quality of ingredients and regionality, and may be broadly defined as a national tradition of ""creole"" culinary practices, based on the complex multicultural and geographically diverse nature of both historical and contemporary Canadian society. Divisions within Canadian cuisine can be traced along regional lines and have a direct connection to the historical immigration patterns of each region or province. The earliest cuisines of Canada are based on Indigenous, English, Scottish and French roots. The traditional cuisines of both French- and English-Canada have evolved from those carried over to North America from France and the British Isles respectively, and from their adaptation to Indigenous customs, labour-intensive and/or mobile lifestyles, and hostile environmental conditions. French Canadian cuisine can also be divided into Québécois cuisine and Acadian cuisine. Regional cuisines have continued to develop with subsequent waves of immigration during the 19th, 20th, and 21st centuries, such as from Central Europe, Southern Europe, Eastern Europe, South Asia, East Asia, and the Caribbean. There are many culinary practices and dishes that can be either identified as particular to Canada, such fish and brewis, peameal bacon, and ginger beef, or sharing an association with countries from which immigrants to Canada carried over their cuisine, such as pierogies, roast beef, and bannock."
http://dbpedia.org/resource/Canadian_nationality_law,"Canadian nationality law details the conditions in which a person is a national of Canada. With few exceptions, almost all individuals born in the country are automatically citizens at birth. Foreign nationals may naturalize after living in Canada for at least three years while holding permanent residence and showing proficiency in the English or French language. As Commonwealth citizens, Canadian citizens have favoured status when residing in the United Kingdom; those living in the U.K. are eligible to vote and serve in public office or non-reserved government positions."
http://dbpedia.org/resource/Canadians,"Canadians (French: Canadiens) are people identified with the country of Canada. This connection may be residential, legal, historical or cultural. For most Canadians, many (or all) of these connections exist and are collectively the source of their being Canadian. Canada is a multilingual and multicultural society home to people of groups of many different ethnic, religious, and national origins, with the majority of the population made up of Old World immigrants and their descendants. Following the initial period of French and then the much larger British colonization, different waves (or peaks) of immigration and settlement of non-indigenous peoples took place over the course of nearly two centuries and continue today. Elements of Indigenous, French, British, and more recent immigrant customs, languages, and religions have combined to form the culture of Canada, and thus a Canadian identity. Canada has also been strongly influenced by its linguistic, geographic, and economic neighbour—the United States. Canadian independence from the United Kingdom grew gradually over the course of many years following the formation of the Canadian Confederation in 1867. World War I and World War II in particular gave rise to a desire among Canadians to have their country recognized as a fully-fledged sovereign state with a distinct citizenship. Legislative independence was established with the passage of the Statute of Westminster 1931, the Canadian Citizenship Act, 1946 took effect on January 1, 1947, and full sovereignty was achieved with the patriation of the constitution in 1982. Canada's nationality law closely mirrored that of the United Kingdom. Legislation since the mid-20th century represents Canadians' commitment to multilateralism and socioeconomic development."
http://dbpedia.org/resource/Canal_Mania,"Canal Mania was the period of intense canal building in England and Wales between the 1790s and 1810s, and the speculative frenzy that ensued in the early 1790s."
http://dbpedia.org/resource/Canda,"Canda is a comune (municipality) in the Province of Rovigo in the Italian region Veneto, located about 80 km southwest of Venice and about 20 kilometres (12 mi) west of Rovigo. As of 31 December 2004, it had a population of 958 and an area of 14.4 square kilometres (5.6 sq mi). The municipality of Canda contains the frazioni (subdivisions, mainly villages and hamlets) La Chiavica and Le Campagnole. Canda borders the following municipalities: Badia Polesine, Bagnolo di Po, Castelguglielmo, Lendinara, Trecenta."
http://dbpedia.org/resource/Cangnan_County,"Cangnan County (simplified Chinese: 苍南县; traditional Chinese: 蒼南縣; pinyin: Cāngnán Xiàn ) is a county in the prefecture-level city of Wenzhou in southern Zhejiang. The county government is in Lingxi. Cangnan has 20 towns, 14 townships, and two nationality townships. The predominant Chinese dialect spoken in Cangnan is Zhenan Min, but other dialects, such as Wenzhou dialect and Jinxiang dialect, are also spoken. Founded in 1981, Cangnan County is the south gate of Zhejiang Province, the major birthplace of the “Wenzhou Pattern” as well as an open door to the outside world authorised by the State Council. Its total land area is 1,261 square kilometres and its sea area is 3,783 square kilometres. Governing 10 towns, two minority towns and with a registered population of 1.3 million people, it is the most populous county in Zhejiang. In 2014, the county realised a GDP of US$6.3bn and total fiscal revenue of US$658m. The annual outputs of the packaging-printing and plastic-plating industries are 15 per cent and 20 per cent of national outputs respectively. The annual sales volume of the gift industry is about 10 per cent of China's sales volume, and the area has acquired 14 golden “Guo Zihao” business cards such as “China Printing City”. Nowadays, Cangnan is implementing the development strategy of “double-sea, double-district”. The construction of the Zhejiang-Taiwan (Cangnan) Economic and Trade Co-operation Zone focuses on: the construction of core platforms, advancing deep industrial connections, promoting comprehensive co-operation and exchange, pushing forward institutional innovation and accelerating the formation of the pattern of “three-cores, three-passageways”. Cangnan is actively engaging in constructing a vigorous ecological, industrial and trading coastal city."
http://dbpedia.org/resource/Cannabis_(drug),"Cannabis, also known as marijuana among other names, is a psychoactive drug from the cannabis plant. Native to Central or South Asia, the cannabis plant has been used as a drug for both recreational and entheogenic purposes and in various traditional medicines for centuries. Tetrahydrocannabinol (THC) is the main psychoactive component of cannabis, which is one of the 483 known compounds in the plant, including at least 65 other cannabinoids, such as cannabidiol (CBD). Cannabis can be used by smoking, vaporizing, within food, or as an extract. Cannabis has various mental and physical effects, which include euphoria, altered states of mind and sense of time, difficulty concentrating, impaired short-term memory, impaired body movement (balance and fine psychomotor control), relaxation, and an increase in appetite. Onset of effects is felt within minutes when smoked, but may take up to 90 minutes when eaten. The effects last for two to six hours, depending on the amount used. At high doses, mental effects can include anxiety, delusions (including ideas of reference), hallucinations, panic, paranoia, and psychosis. There is a strong relation between cannabis use and the risk of psychosis, though the direction of causality is debated. Physical effects include increased heart rate, difficulty breathing, nausea, and behavioral problems in children whose mothers used cannabis during pregnancy; short-term side effects may also include dry mouth and red eyes. Long-term adverse effects may include addiction, decreased mental ability in those who started regular use as adolescents, chronic coughing, susceptibility to respiratory infections, and cannabinoid hyperemesis syndrome. Cannabis is mostly used recreationally or as a medicinal drug, although it may also be used for spiritual purposes. In 2013, between 128 and 232 million people used cannabis (2.7% to 4.9% of the global population between the ages of 15 and 65). It is the most commonly used largely-illegal drug in the world, with the highest use among adults in Zambia, the United States, Canada, and Nigeria, as of 2018. While cannabis plants have been grown since at least the 3rd millennium BCE, evidence suggests that it was being smoked for psychoactive effects at least 2,500 years ago in the Pamir Mountains, Asia. Since the 14th century, cannabis has been subject to legal restrictions. The possession, use, and cultivation of cannabis has been illegal in most countries since the 20th century. In 2013, Uruguay became the first country to legalize recreational use of cannabis. Other countries to do so are Canada, Georgia, Malta, Mexico, South Africa, and Thailand. In the U.S., the recreational use of cannabis is legalized in 21 states, two territories, and the District of Columbia, though the drug remains federally illegal. In Australia, is legalized only in the Australian Capital Territory."
http://dbpedia.org/resource/Canton_10,"Canton 10 (Croatian: Hercegbosanska županija; Bosnian: Kanton 10; Serbian Cyrillic: Кантон 10) or Herzeg-Bosnian canton is the largest of the cantons of the Federation of Bosnia and Herzegovina by area and eighth by population. It mainly covers an area of the historical and geographical region of Tropolje. The local government seat is in Livno, while the assembly is in Tomislavgrad."
http://dbpedia.org/resource/Canton_Road,"Canton Road is a major road in Hong Kong, linking the former west reclamation shore in Tsim Sha Tsui, Jordan, Yau Ma Tei, Mong Kok and Prince Edward on the Kowloon Peninsula. The road runs mostly parallel and west to Nathan Road. It starts from the junction with Salisbury Road in the south and ends in the north at the junction with Lai Chi Kok Road in the Prince Edward area. The southern part Canton Road is home to many upscale retail shops, shopping centres and others business establishments, with busy traffic from both vehicles and pedestrians from morning till late night."
http://dbpedia.org/resource/Canton_of_Bern,"The canton of Bern or Berne (German: Kanton Bern; Romansh: Chantun Berna; French: canton de Berne; Italian: Canton Berna) is one of the 26 cantons forming the Swiss Confederation. Its capital city, Bern, is also the de facto capital of Switzerland. The bear is the heraldic symbol of the canton, displayed on a red-yellow background. Comprising ten districts, Bern is the second-largest canton by both surface area and population. Located in west-central Switzerland, it is surrounded by eleven cantons. It borders the canton of Jura and the canton of Solothurn to the north. To the west lie the canton of Neuchâtel, the canton of Fribourg and canton of Vaud. To the south lies the canton of Valais. East of the canton of Bern lie the cantons of Uri, Nidwalden, Obwalden, Lucerne and Aargau. The geography of the canton includes a large share of all three natural regions of Switzerland: the Jura Mountains (the Bernese Jura), the Swiss Plateau (the Bernese Mittelland) and the Alps (the Bernese Oberland). The canton of Bern is bilingual, officially German- and French-speaking, and has a population (as of 31 December 2020) of 1,043,132. The largest city, Bern, is also the seat of the federal government of Switzerland. Other major cities are Thun and Biel/Bienne. The canton is also renowned for its numerous Alpine resort towns, notably Interlaken and Gstaad. Formerly part of the Holy Roman Empire, the canton of Bern entered an alliance with the Swiss Forest Cantons in 1323 and joined the Old Swiss Confederacy in 1353."
http://dbpedia.org/resource/Canton_of_Cartagena,"The Canton of Cartagena (Spanish: Cantón de Cartagena), also known as the Canton of Murcia (Spanish: Cantón Murciano), was a period of Cartagena, Spain's history when it was governed by a radical cantonalist junta for six months between 1873 and 1874. The city rose up in armed insurrection on July 12, 1873 establishing the Canton's de facto independence from the First Spanish Republic and beginning a wave of cantonal rebellions across southern Spain. Loosely inspired by the more well-known Paris Commune two years earlier, the Canton of Cartagena existed during a turbulent revolutionary period of Spanish history known as the Sexenio Democrático."
http://dbpedia.org/resource/Canton_of_Fribourg,"The canton of Fribourg, also canton of Freiburg (French: Canton de Fribourg [kɑ̃tɔ̃ d(ə) fʁibuʁ]; German: Kanton Freiburg [ˈfraɪbʊrɡ]; Arpitan: Canton de Fribôrg [cɛ̃ˈtɔ̃ də fʁiˈbwa] Romansh: Chantun Friburg Italian: Canton Friburgo) is located in western Switzerland. The canton is bilingual, with French spoken by more than two thirds of the citizens and German by a little more than a quarter. Both are official languages in the canton. The canton takes its name from its capital city of Fribourg."
http://dbpedia.org/resource/Canton_of_Jura,"The Republic and Canton of Jura (French: République et canton du Jura), less formally the Canton of Jura or Canton Jura (/ˈ(d)ʒʊərə/ JOOR-ə, ZHOOR-ə, French: [ʒyʁa]), is the newest (founded in 1979) of the 26 Swiss cantons, located in the northwestern part of Switzerland. The capital is Delémont. It shares borders with the canton of Basel-Landschaft, the canton of Bern, the canton of Neuchatel, the canton of Solothurn, and the French régions of Bourgogne-Franche-Comté and Grand Est."
http://dbpedia.org/resource/Canton_of_Schwyz,"The canton of Schwyz (German: Kanton Schwyz [ʃviːts] Romansh: Chantun Sviz; French: Canton de Schwytz; Italian: Canton Svitto) is a canton in central Switzerland between the Alps in the south, Lake Lucerne to the west and Lake Zürich in the north, centred on and named after the town of Schwyz. It is one of the founding cantons of Switzerland; Switzerland's name is derived from the name of the canton, and the flag of Switzerland from its coat of arms. For the history of the name, see Schwyz. The Swiss Federal Charter is on display in Schwyz. Northeast of the town of Schwyz is Einsiedeln Abbey."
http://dbpedia.org/resource/Canton_of_Zug,"The canton of Zug, also Zoug (Standard German: Kanton Zug [tsuːk], Alemannic German: [tsuːg], Romansh: Chantun Zug, French: Canton de Zoug, Italian: Canton Zugo) is one of the 26 cantons of Switzerland. It is located in central Switzerland and its capital is Zug. At 239 km2 (92 sq mi) the canton is one of the smallest of the Swiss cantons in terms of area. It is not subdivided into districts, but eleven municipalities."
http://dbpedia.org/resource/Cantre'r_Gwaelod,"Cantre'r Gwaelod, also known as Cantref Gwaelod or Cantref y Gwaelod (English: The Lowland Hundred), is a legendary ancient sunken kingdom said to have occupied a tract of fertile land lying between Ramsey Island and Bardsey Island in what is now Cardigan Bay to the west of Wales. It has been described as a ""Welsh Atlantis"" and has featured in folklore, literature, and song."
http://dbpedia.org/resource/Cao_(state),"The State of Cao (simplified Chinese: 曹国; traditional Chinese: 曹國; pinyin: Cáoguó) was a vassal state in China during the Zhou Dynasty (1046–221 BC). The state was founded sometime in the 11th century BC by Cao Shu Zhenduo (曹叔振鐸; d. 1053 BC), a son of King Wen of Zhou and younger brother of King Wu of Zhou. With its capital at Taoqiu (陶丘), the State of Cao covered roughly the area of modern-day Dingtao County, Shandong Province. It was located on the flat country of the North China Plain about 50 miles east of the point where the current course of the Yellow River changes from east to north-east. To the northwest was Wey, to the northeast Lu and to the southeast Song."
http://dbpedia.org/resource/Cao_Wei,"Wei (Hanzi: 魏; pinyin: Wèi < Middle Chinese: *ŋjweiC < Eastern Han Chinese: *ŋuiC) (220–266), known as Cao Wei or Former Wei in historiography, was one of the three major states that competed for supremacy over China in the Three Kingdoms period (220–280). With its capital initially located at Xuchang, and thereafter Luoyang, the state was established by Cao Pi in 220, based upon the foundations laid by his father, Cao Cao, towards the end of the Eastern Han dynasty. The name ""Wei"" first became associated with Cao Cao when he was named the Duke of Wei by the Eastern Han government in 213, and became the name of the state when Cao Pi proclaimed himself emperor in 220. Historians often add the prefix ""Cao"" to distinguish it from other Chinese states known as ""Wei"", such as Wei of the Warring States period and Northern Wei of the Northern and Southern dynasties. The authority of the ruling Cao family dramatically weakened in the aftermath of the deposing and execution of Cao Shuang and his siblings, the former being one of the regents for the third Wei emperor, Cao Fang, with state authority gradually falling into the hands of Sima Yi, another Wei regent, and his family, from 249 onwards. The last Wei emperors would remain largely as puppet rulers under the control of the Simas until Sima Yi's grandson, Sima Yan, forced the last Wei ruler, Cao Huan, to abdicate the throne and established the Jin dynasty."
http://dbpedia.org/resource/Cape_Bon,"Cape Bon (""Good Cape"") is a peninsula in far northeastern Tunisia, also known as Ras at-Taib (Arabic: الرأس الطيب), Sharīk Peninsula, or Watan el Kibli;Cape Bon is also the name of the northernmost point on the peninsula, also known as Ras ed-Dar, and known in antiquity as the Cape of Mercury (Latin: Promontorium Mercurii) or Cape Hermaeum."
http://dbpedia.org/resource/Cape_Colony,"The Cape Colony (Dutch: Kaapkolonie), also known as the Cape of Good Hope, was a British colony in present-day South Africa named after the Cape of Good Hope, which existed from 1795 to 1802, and again from 1806 to 1910, when it united with three other colonies to form the Union of South Africa. The British colony was preceded by an earlier corporate colony that became an original Dutch colony of the same name, which was established in 1652 by the Dutch East India Company (VOC). The Cape was under VOC rule from 1652 to 1795 and under rule of the Napoleonic Batavia Republic from 1803 to 1806. The VOC lost the colony to Great Britain following the 1795 Battle of Muizenberg, but it was acceded to the Batavia Republic following the 1802 Treaty of Amiens. It was re-occupied by the British following the Battle of Blaauwberg in 1806, and British possession affirmed with the Anglo-Dutch Treaty of 1814. The Cape of Good Hope then remained in the British Empire, becoming self-governing in 1872. The colony was coextensive with the later Cape Province, stretching from the Atlantic coast inland and eastward along the southern coast, constituting about half of modern South Africa: the final eastern boundary, after several wars against the Xhosa, stood at the Fish River. In the north, the Orange River, natively known as the ǂNūǃarib (Black River) and subsequently called the Gariep River, served as the boundary for some time, although some land between the river and the southern boundary of Botswana was later added to it. From 1878, the colony also included the enclave of Walvis Bay and the Penguin Islands, both in what is now Namibia. It united with three other colonies to form the Union of South Africa in 1910. It then was renamed the Province of the Cape of Good Hope. South Africa became a sovereign state in 1931 by the Statute of Westminster. In 1961, it became the Republic of South Africa. Following the 1994 creation of the present-day South African provinces, the Cape Province was partitioned into the Eastern Cape, Northern Cape, and Western Cape, with smaller parts in North West province."
http://dbpedia.org/resource/Cape_Finisterre,"Cape Finisterre (/ˌfɪnɪˈstɛər/, also US: /-tɛri/; Galician: Cabo Fisterra [fisˈtɛrɐ]; Spanish: Cabo Finisterre [finisˈtere]) is a rock-bound peninsula on the west coast of Galicia, Spain. In Roman times it was believed to be an end of the known world. The name Finisterre, like that of Finistère in France, derives from the Latin finis terrae, meaning ""end of the earth"". It is sometimes said to be the westernmost point of the Iberian Peninsula. However, Cabo da Roca in Portugal is about 16.5 kilometres (10.3 mi) farther west and thus the westernmost point of continental Europe. Even in Spain Cabo Touriñán is 124 metres (135 yards) farther west. Monte Facho is the name of the mountain on Cape Finisterre, which has a peak that is 238 metres (781 ft) above sea level. A prominent lighthouse is at the top of Monte Facho. The seaside town of Fisterra is nearby. The Artabri were an ancient Gallaecian Celtic tribe that once inhabited the area."
http://dbpedia.org/resource/Cape_Helles,"Cape Helles is the rocky headland at the southwesternmost tip of the Gallipoli peninsula, Turkey. It was the scene of heavy fighting between Ottoman Turkish and British troops during the landing at Cape Helles at the beginning of the Gallipoli campaign in 1915.The name derives from the Greek Helle; Helles means ""Helle's"" in Greek (see also Hellespont). It is now the site of one of the main memorials of the campaign, the Helles Memorial, maintained by the Commonwealth War Graves Commission, particularly for those that were part of British and Indian forces (rather than ANZAC forces) fighting there and have no known grave."
http://dbpedia.org/resource/Cape_Province,"The Province of the Cape of Good Hope (Afrikaans: Provinsie Kaap die Goeie Hoop), commonly referred to as the Cape Province (Afrikaans: Kaapprovinsie) and colloquially as The Cape (Afrikaans: Die Kaap), was a province in the Union of South Africa and subsequently the Republic of South Africa. It encompassed the old Cape Colony, as well as Walvis Bay, and had Cape Town as its capital. In 1994, the Cape Province was divided into the new Eastern Cape, Northern Cape and Western Cape provinces, along with part of the North West."
http://dbpedia.org/resource/Cape_Verde,"Cape Verde (/ˈvɜːrd(i)/) or Cabo Verde (/ˌkɑːboʊ ˈvɜːrdeɪ/, /ˌkæb-/; Portuguese: [ˈkabu ˈveɾdɨ]), officially the Republic of Cabo Verde, is an archipelago and island country in the central Atlantic Ocean, consisting of ten volcanic islands with a combined land area of about 4,033 square kilometres (1,557 sq mi). These islands lie between 600 and 850 kilometres (320 and 460 nautical miles) west of Cap-Vert, the westernmost point of continental Africa. The Cape Verde islands form part of the Macaronesia ecoregion, along with the Azores, the Canary Islands, Madeira, and the Savage Isles. The Cape Verde archipelago was uninhabited until the 15th century, when Portuguese explorers discovered and colonized the islands, thus establishing the first European settlement in the tropics. Because the Cape Verde islands were located in a convenient location to play a role in the Atlantic slave trade, Cape Verde became economically prosperous during the 16th and 17th centuries, attracting merchants, privateers, and pirates. It declined economically in the 19th century after the suppression of the Atlantic slave trade, and many of its inhabitants emigrated during that period. However, Cape Verde gradually recovered economically by becoming an important commercial center and useful stopover point along major shipping routes. In 1951, Cape Verde was incorporated as an overseas department of Portugal, but its inhabitants continued to campaign for independence, which they achieved in 1975. Since the early 1990s, Cape Verde has been a stable representative democracy and has remained one of the most developed and democratic countries in Africa. Lacking natural resources, its developing economy is mostly service-oriented, with a growing focus on tourism and foreign investment. Its population of around 483,628 (as of the 2021 Census) is mostly of mixed African and European heritage, and predominantly Roman Catholic, reflecting the legacy of Portuguese rule. A sizeable Cape Verdean diaspora community exists across the world, especially in the United States and Portugal, considerably outnumbering the inhabitants on the islands. Cape Verde is a member state of the African Union. Cape Verde's official language is Portuguese. It is the language of instruction and government. It is also used in newspapers, television, and radio. The recognized national language is Cape Verdean Creole, which is spoken by the vast majority of the population."
http://dbpedia.org/resource/Cape_York_Peninsula,"Cape York Peninsula is a large peninsula located in Far North Queensland, Australia. It is the largest unspoiled wilderness in northern Australia. The land is mostly flat and about half of the area is used for grazing cattle. The relatively undisturbed eucalyptus-wooded savannahs, tropical rainforests and other types of habitat are now recognised and preserved for their global environmental significance. Although much of the peninsula remains pristine, with a diverse repertoire of endemic flora and fauna, some of its wildlife may be threatened by industry and overgrazing as well as introduced species and weeds. The northernmost point of the peninsula is Cape York (10°41′19″S 142°31′54″E﻿ / ﻿10.6886°S 142.5317°E). The land has been occupied by a number of Aboriginal Australian peoples for tens of thousands of years. In 1606, Dutch sailor Willem Janszoon on board the Duyfken was the first European to land in Australia, reaching the Cape York Peninsula."
http://dbpedia.org/resource/Capetian_dynasty,"The Capetian dynasty (/kəˈpiːʃən/; French: Capétiens), also known as the House of France, is a dynasty of Frankish origin, and a branch of the Robertians. It is among the largest and oldest royal houses in Europe and the world, and consists of Hugh Capet, the founder of the dynasty, and his male-line descendants, who ruled in France without interruption from 987 to 1792, and again from 1814 to 1848. The senior line ruled in France as the House of Capet from the election of Hugh Capet in 987 until the death of Charles IV in 1328. That line was succeeded by cadet branches, the Houses of Valois and then Bourbon, which ruled without interruption until the French Revolution abolished the monarchy in 1792. The Bourbons were restored in 1814 in the aftermath of Napoleon's defeat, but had to vacate the throne again in 1830 in favor of the last Capetian monarch of France, Louis Philippe I, who belonged to the House of Orléans.Cadet branches of the Capetian House of Bourbon house are still ruling over Spain and Luxembourg. The dynasty had a crucial role in the formation of the French state. Initially obeyed only in their own demesne, the Île-de-France, the Capetian kings slowly but steadily increased their power and influence until it grew to cover the entirety of their realm. For a detailed narration on the growth of French royal power, see Crown lands of France. Members of the dynasty were traditionally Catholic, and the early Capetians had an alliance with the Church. The French were also the most active participants in the Crusades, culminating in a series of five Crusader kings – Louis VII, Philip Augustus, Louis VIII, Louis IX, and Philip III. The Capetian alliance with the papacy suffered a severe blow after the disaster of the Aragonese Crusade. Philip III's son and successor, Philip IV, humiliated Pope Boniface VIII and brought the papacy under French control. The later Valois, starting with Francis I, ignored religious differences and allied with the Ottoman sultan to counter the growing power of the Holy Roman Empire. Henry IV was a Protestant at the time of his accession, but realized the necessity of conversion after four years of religious warfare. The Capetians generally enjoyed a harmonious family relationship. By tradition, younger sons and brothers of the king of France were given appanages for them to maintain their rank and to dissuade them from claiming the French crown itself. When Capetian cadets did aspire for kingship, their ambitions were directed not at the French throne, but at foreign thrones. As a result, the Capetians have reigned at different times in the kingdoms of Spain, Poland, Aragon, Portugal, Navarre, and as emperors of the Brazilian and Latin empires. In modern times, King Felipe VI of Spain is a member of this family, while Grand Duke Henri of Luxembourg is of relation to the family by agnatic kinship; both through the Bourbon branch of the dynasty. Along with the House of Habsburg, arguably its greatest historic rival, it was one of the two oldest European royal dynasties. It was also one of the most powerful royal families in European history, having played a pre-eminent role in its politics for much of its existence."
http://dbpedia.org/resource/Cappadocia_(Roman_province),"Cappadocia was a province of the Roman Empire in Anatolia (modern central-eastern Turkey), with its capital at Caesarea. It was established in 17 AD by the Emperor Tiberius (ruled 14–37 AD), following the death of Cappadocia's last king, Archelaus. Cappadocia was an imperial province, meaning that its governor (legatus Augusti) was directly appointed by the emperor. During the latter 1st century, the province also incorporated the regions of Pontus and Armenia Minor."
http://dbpedia.org/resource/Captaincy_General_of_Chile,"The Captaincy General of Chile (Capitanía General de Chile [kapitaˈni.a xeneˈɾal ðe ˈt͡ʃile]) or Governorate of Chile (known colloquially and unofficially as the Kingdom of Chile), was a territory of the Spanish Empire, from 1541 to 1818. It comprised most of modern-day Chile and southern parts of Argentina. Its capital was Santiago de Chile. In 1818 it declared itself independent, becoming the Republic of Chile. It had a number of Spanish governors over its long history and several kings."
http://dbpedia.org/resource/Captaincy_General_of_Santo_Domingo,"The Captaincy General of Santo Domingo (Spanish: Capitanía General de Santo Domingo pronounced [kapitaˈni.a xeneˈɾal de ˈsanto ðoˈmiŋɡo]) was the first colony in the New World, established by Spain in 1492 on the island of Hispaniola. The colony, under the jurisdiction of the Real Audiencia of Santo Domingo, was granted administrative powers over the Spanish possessions in the Caribbean and most of its mainland coasts, making Santo Domingo the principal political entity of the early colonial period. Due to its strategic location, the Captaincy General of Santo Domingo served as headquarters for Spanish conquistadors on their way to the mainland and was important in the establishment of other European colonies in the Western Hemisphere. It is the site of the first European city in the Americas, Santo Domingo, and of the oldest castle, fortress, cathedral, and monastery in the region. The colony was a meeting point of European explorers, soldiers, and settlers who brought with them the culture, architecture, laws, and traditions of the Old World. The colony remained a military stronghold of the Spanish Empire for over a century, successfully defending against British, Dutch, and French expeditions into the region until the early 17th century. After pirates working for the French colonial empire took over part of the west coast, French settlers arrived and decades of armed conflict ensued. Spain finally ceded the western third of Hispaniola to France in the 1697 Peace of Ryswick, thus establishing the basis for the future nations of the Dominican Republic and Haiti."
http://dbpedia.org/resource/Captaincy_General_of_Venezuela,"The Captaincy General of Venezuela (Spanish: Capitanía General de Venezuela), also known as the Kingdom of Venezuela (Reino de Venezuela), was an administrative district of colonial Spain, created on September 8, 1777, through the Royal Decree of Graces of 1777, to provide more autonomy for the provinces of Venezuela, previously under the jurisdiction of the Audiencia of Santo Domingo (and thus the Viceroyalty of New Spain) and then the Viceroyalty of New Granada. It established a unified government in political (governorship), military (captaincy general), fiscal (intendancy), ecclesiastical (archdiocese) and judicial (audiencia) affairs. Its creation was part of the Bourbon Reforms and laid the groundwork for the future nation of Venezuela, in particular by orienting the province of Maracaibo towards the province of Caracas."
http://dbpedia.org/resource/Captaincy_General_of_the_Philippines,"The Captaincy General of the Philippines (Spanish: Capitanía General de Filipinas Spanish pronunciation: [kapitaˈni.a xeneˈɾal de filiˈpinas]; Tagalog: Kapitaniya Heneral ng Pilipinas) was an administrative district of the Spanish Empire in Southeast Asia governed by a governor-general as a dependency of the Viceroyalty of New Spain based in Mexico City until Mexican independence when it was transferred directly to Madrid. The Captaincy General encompassed the Spanish East Indies, which included among others the Philippine Islands, the Mariana Islands, and the Caroline Islands. It was founded in 1565 with the first permanent Spanish forts. For centuries, all the administrative, political and economic aspects of the Captaincy General were administered in Mexico City by the Viceroyalty of New Spain for the Spanish Crown. However, in 1821, following the independence of the Mexican empire, all control was transferred to Madrid. It was succeeded by the short-lived First Philippine Republic following its independence through the Philippine Revolution."
http://dbpedia.org/resource/Carboniferous,"The Carboniferous (/ˌkɑːrbəˈnɪfərəs/ KAHR-bə-NIF-ər-əs) is a geologic period and system of the Paleozoic that spans 60 million years from the end of the Devonian Period 358.9 million years ago (Mya), to the beginning of the Permian Period, 298.9 million years ago. The name Carboniferous means ""coal-bearing"", from the Latin carbō (""coal"") and ferō (""bear, carry""), and refers to the many coal beds formed globally during that time. The first of the modern 'system' names, it was coined by geologists William Conybeare and William Phillips in 1822, based on a study of the British rock succession. The Carboniferous is often treated in North America as two geological periods, the earlier Mississippian and the later Pennsylvanian. Terrestrial animal life was well established by the Carboniferous Period. Tetrapods (four limbed vertebrates), which had originated from lobe-finned fish during the preceding Devonian, became pentadactylous in and diversified during the Carboniferous, including early amphibian lineages such as temnospondyls, with the first appearance of amniotes, including synapsids (the group to which modern mammals belong) and reptiles during the late Carboniferous. The period is sometimes called the Age of Amphibians, during which amphibians became dominant land vertebrates and diversified into many forms including lizard-like, snake-like, and crocodile-like. Insects would undergo a major radiation during the late Carboniferous. Vast swaths of forest covered the land, which would eventually be laid down and become the coal beds characteristic of the Carboniferous stratigraphy evident today. The later half of the period experienced glaciations, low sea level, and mountain building as the continents collided to form Pangaea. A minor marine and terrestrial extinction event, the Carboniferous rainforest collapse, occurred at the end of the period, caused by climate change."
http://dbpedia.org/resource/Carchemish,"Carchemish (Turkish: Karkamış; /ˈkɑːrkəmɪʃ/ KAR-kəm-ish or /kɑːrˈkiːmɪʃ/ kar-KEE-mish), also spelled Karkemish (Hittite: 𒋼𒀀𒅗𒈩 Kargamiš; Hieroglyphic Luwian: 𔕢‎𔗧𔖻𔑺‎ Karkamisà, 𔗧𔖱𔗧𔖻𔑶‎ Karakamisà/Karikamisà; Akkadian: Gargamiš; Egyptian: 𓈎𓄿𓂋𓏭𓈎𓄿𓐛𓏭𓂝𓆷𓄿𓌙𓈉 qꜣrjqꜣmjꜥšꜣ; Hebrew: כַּרְכְּמִישׁ‎ Karkəmīš) was an important ancient capital in the northern part of the region of Syria. At times during its history the city was independent, but it was also part of the Mitanni, Hittite and Neo-Assyrian Empires. Today it is on the frontier between Turkey and Syria. It was the location of an important battle, about 605 BC, between the Babylonians and Egyptians, mentioned in the Bible (Jer. 46:2). Modern neighbouring cities are Karkamış in Turkey and Jarabulus in Syria (also Djerablus, Jerablus, Jarablos, Jarâblos); the original form of the modern toponym seems to have been Djerabis or Jerabis, likely derived from Europos, the ancient name of the Hellenistic-Roman settlement."
